container,first_date,first_location,first_status,last_date,last_location,last_status
MNBU3840765,2019-03-20 13:54:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MWCU6787060,2019-03-18 20:26:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3738840,2019-03-20 14:02:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MSWU1010437,2019-03-18 20:25:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3573165,2019-03-19 17:47:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0324106,2019-03-20 13:26:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3706988,2019-03-20 19:44:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU4039004,2019-03-19 16:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3696874,2019-03-19 16:37:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0466100,2019-03-20 16:18:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0421385,2019-03-22 02:48:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3500533,2019-03-21 16:08:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0336874,2019-03-21 18:53:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3623522,2019-03-21 12:25:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3640140,2019-03-21 17:11:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-13 00:00:00,"Conakry Terminal
Conakry, Guinea",Gate out
MNBU0543700,2019-03-21 18:24:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MWCU6910765,2019-03-20 20:54:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU4022510,2019-03-23 02:37:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3922185,2019-03-20 19:20:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0327770,2019-03-21 00:38:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MSWU9038298,2019-03-21 10:42:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3936743,2019-03-19 18:59:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3768341,2019-03-19 13:52:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3266024,2019-03-19 16:38:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MSWU0057091,2019-03-20 16:27:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MWMU6364448,2019-03-21 19:02:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3928413,2019-03-19 21:35:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MSWU0086886,2019-03-21 12:40:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3070828,2019-03-22 20:49:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3048423,2019-03-21 03:28:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU0022744,2019-03-22 16:19:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3994210,2019-03-23 03:30:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3531956,2019-03-21 03:25:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3526522,2019-03-22 04:13:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
PONU4783091,2019-03-21 12:51:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MSKU1263840,2019-03-20 09:36:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU2853449,2019-03-13 14:23:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU4540398,2019-03-11 11:57:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRSU4174769,2019-03-19 20:59:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU4120456,2019-03-13 14:19:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRSU3309366,2019-03-12 14:42:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU5668700,2019-03-13 14:00:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MSKU0851726,2019-03-12 19:02:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
TGBU5400622,2019-03-13 17:40:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU2609366,2019-03-11 16:08:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MSKU1388262,2019-03-11 10:37:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRSU4010169,2019-03-13 14:15:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU4089366,2019-03-11 18:19:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU4972220,2019-03-11 15:06:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU2671418,2019-03-20 15:55:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU5019928,2019-03-13 17:07:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU3371061,2019-03-12 13:59:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MVIU0018509,2019-03-20 10:46:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU5391703,2019-03-11 19:02:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MRKU3632910,2019-03-12 08:34:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-29 00:00:00,"Dekhila terminal
Dekheila - Alexandria, Egypt",Gate out
MWCU5338803,2019-03-21 12:38:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3182577,2019-03-22 16:21:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MSWU9011419,2019-03-20 11:06:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-29 00:00:00,"First Container Terminal FCT
St Petersburg FCT, Russia",Gate out
MNBU3090399,2019-03-22 22:31:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3726562,2019-03-20 20:39:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3058123,2019-03-23 02:43:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU0411387,2019-03-20 17:28:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU4000635,2019-03-21 02:11:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MMAU1243735,2019-03-20 20:35:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU4008430,2019-03-22 13:32:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MMAU1225201,2019-03-20 20:38:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3090146,2019-03-21 00:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
PONU4888934,2019-03-20 20:44:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0425523,2019-03-22 13:01:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3427284,2019-03-21 14:17:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3550874,2019-03-22 00:41:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3984973,2019-03-22 11:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3735224,2019-03-22 09:37:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3768070,2019-03-21 20:19:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3347682,2019-03-22 20:17:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3490292,2019-03-22 04:28:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3450303,2019-03-21 14:36:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3446406,2019-03-23 08:48:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3195445,2019-03-19 17:56:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWCU6930777,2019-03-21 00:36:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MNBU3906184,2019-03-19 16:38:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWMU6424505,2019-03-22 01:23:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
MWMU6420500,2019-03-22 10:37:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
PONU4806197,2019-03-19 16:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWMU6416259,2019-03-19 21:35:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-27 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
